page_id,NAME,ID,ALIGN,EYE,HAIR,SEX,LGBTQ,ALIVE,APPEARANCES,MONTH_FA,YEAR_FA,UNIVERSE
1336,Tyrone Johnson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,226,March,1982,Marvel
1503,Maxwell Dillon (Earth-616),Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,FALSE,Living Characters,225,February,1964,Marvel
1356,Valerie Cooper (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,225,December,1983,Marvel
8844,Anna May (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,FALSE,Living Characters,224,August,1964,Marvel
1471,Vlad Dracula (Earth-616),No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,FALSE,Living Characters,223,March,1951,Marvel
1389,Tandy Bowen (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,222,March,1982,Marvel
2054,Monet St. Croix (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,221,November,1994,Marvel
1684,Gamora (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Black Hair,Female Characters,FALSE,Living Characters,218,June,1975,Marvel
10174,Amara Aquilla (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,217,October,1983,Marvel
2590,Julia Carpenter (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,FALSE,Living Characters,212,October,1984,Marvel
1654,Jane Foster (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,FALSE,Living Characters,211,September,1962,Marvel
2482,Mortimer Toynbee (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,FALSE,Living Characters,210,March,1964,Marvel
1080,Scott Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,FALSE,Living Characters,209,March,1979,Marvel
1840,Paige Guthrie (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,207,November,1984,Marvel
8648,Benjamin Parker (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,205,August,1962,Marvel
1117,Erik Josten (Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,FALSE,Living Characters,204,October,1965,Marvel
1122,Jeanne-Marie Beaubier (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,FALSE,Living Characters,203,April,1979,Marvel
1027,Carl Creel (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,FALSE,Living Characters,202,April,1964,Marvel
18854,Gloria Grant (Earth-616),No Dual Identity,NA,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,202,January,1975,Marvel
2528,Michael Twoyoungmen (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,200,April,1979,Marvel
119275,Hope Summers (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,FALSE,Living Characters,200,January,2008,Marvel
2470,Eric Masterson (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Deceased Characters,198,May,1988,Marvel
1544,Alexander Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Living Characters,197,August,1984,Marvel
2501,Matthew Hawk (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,195,November,1962,Marvel
1888,Jessica Jones (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,FALSE,Living Characters,195,September,1963,Marvel
1215,Frederick Dukes (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,194,January,1964,Marvel
1204,Eric Brooks (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,194,July,1973,Marvel
1523,Eros (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,FALSE,Living Characters,193,February,1973,Marvel
1232,Madison Jeffries (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,193,August,1983,Marvel
2099,Mandarin (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,190,February,1964,Marvel
2006,The Wizard (Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,FALSE,Living Characters,189,November,1962,Marvel
51769,Akihiro (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,TRUE,Living Characters,189,October,2006,Marvel
1943,Sergei Kravinoff (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,188,August,1964,Marvel
1315,Jonothon Starsmore (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,187,November,1994,Marvel
1142,Helmut Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Living Characters,184,December,1973,Marvel
15901,Victor Borkowski (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,TRUE,Living Characters,184,August,2003,Marvel
4368,Edward Leeds (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,181,November,1964,Marvel
1576,Ultron (Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,FALSE,Deceased Characters,181,July,1968,Marvel
1386,Douglas Ramsey (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Living Characters,181,March,1984,Marvel
2715,Quentin Beck (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,FALSE,Living Characters,180,June,1964,Marvel
1822,Herbert Wyndham (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,179,November,1966,Marvel
39324,Julian Keller (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Living Characters,179,August,2003,Marvel
1981,Jack Russell (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,FALSE,Living Characters,178,February,1972,Marvel
39972,Celeste Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,177,November,2001,Marvel
1354,Valentina Allegra de Fontaine (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,FALSE,Living Characters,176,August,1967,Marvel
2065,Ophelia Sarkissian (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,FALSE,Living Characters,175,February,1969,Marvel
1344,Colleen Wing (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,FALSE,Living Characters,175,November,1974,Marvel
57563,Irma Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,FALSE,Living Characters,175,November,2001,Marvel
1184,Sebastian Shaw (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Living Characters,174,January,1980,Marvel
57564,Phoebe Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,174,November,2001,Marvel
2376,Sage (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,FALSE,Living Characters,172,April,1980,Marvel
2115,Valeria Richards (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,171,February,2002,Marvel
194870,Donald Blake (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Living Characters,170,August,1962,Marvel
1809,Hela (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,FALSE,Deceased Characters,170,March,1964,Marvel
2024,Lilandra Neramani (Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,FALSE,Deceased Characters,170,February,1976,Marvel
1760,Henry Gyrich (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,FALSE,Living Characters,170,November,1977,Marvel
4877,Dwayne Taylor (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,169,December,1989,Marvel
7975,Harold Hogan (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,166,September,1963,Marvel
15257,Redwing (Earth-616),Public Identity,NA,Yellow Eyes,NA,Male Characters,FALSE,Living Characters,165,September,1969,Marvel
1399,Christopher Powell (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,165,March,1991,Marvel
2178,Harvey Elder (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,FALSE,Living Characters,164,November,1961,Marvel
1140,Wolfgang von Strucker (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,FALSE,Deceased Characters,164,January,1964,Marvel
2015,Dirk Garthwaite (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,FALSE,Living Characters,164,January,1968,Marvel
2271,Pip Gofern (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,FALSE,Living Characters,163,April,1975,Marvel
2428,Tony Masters (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,163,May,1980,Marvel
19592,David Lieberman (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,163,November,1987,Marvel
1756,James Hudson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,161,February,1978,Marvel
1874,Miles Warren (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,FALSE,Living Characters,160,December,1965,Marvel
1715,Kallark (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,FALSE,Living Characters,160,October,1977,Marvel
1084,En Sabah Nur (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,160,June,1986,Marvel
2624,Shiro Yoshida (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,FALSE,Living Characters,158,January,1970,Marvel
2554,Silver Sablinova (Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,FALSE,Deceased Characters,158,June,1985,Marvel
5398,Elvin Haliday (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,FALSE,Living Characters,158,November,1990,Marvel
25255,James Bradley (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Living Characters,158,NA,NA,Marvel
2168,Calvin Zabo (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,157,December,1963,Marvel
1226,Frederick Myers (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,157,July,1966,Marvel
2105,Mantis (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,FALSE,Living Characters,156,June,1973,Marvel
1057,Marlene Alraune (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,156,June,1976,Marvel
1435,Rachel Leighton (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,FALSE,Living Characters,156,October,1985,Marvel
119342,Veranke (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,FALSE,Deceased Characters,156,January,2005,Marvel
2170,Nathaniel Essex (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,FALSE,Living Characters,155,September,1987,Marvel
1450,Anthony Druid (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,153,June,1961,Marvel
68280,Cassandra Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Deceased Characters,153,April,1979,Marvel
1163,Beta Ray Bill (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,FALSE,Living Characters,153,November,1983,Marvel
1958,Samuel Sterns (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,152,December,1964,Marvel
1961,Leech (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,FALSE,Living Characters,152,March,1984,Marvel
2422,Glenn Talbot (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,151,November,1964,Marvel
15209,Bug (Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,FALSE,Living Characters,151,January,1979,Marvel
2494,Peter Petruski (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,FALSE,Living Characters,150,January,1963,Marvel
2023,Julie Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,TRUE,Living Characters,150,August,1984,Marvel
2067,Giuletta Nefaria (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,FALSE,Living Characters,149,January,1968,Marvel
41613,Robert Ralston (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Deceased Characters,148,May,1963,Marvel
79494,Maximus (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Living Characters,147,February,1966,Marvel
1287,Genis-Vell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Deceased Characters,147,October,1993,Marvel
16501,Hisako Ichiki (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,FALSE,Living Characters,147,October,2004,Marvel
1316,Dmitri Smerdyakov (Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,FALSE,Living Characters,146,March,1963,Marvel
9967,Eliot Franklin (Thunderball) (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,146,November,1974,Marvel
2058,X-51 (Earth-616),Known to Authorities Identity,Good Characters,Red Eyes,Black Hair,Male Characters,FALSE,Living Characters,146,July,1977,Marvel
2072,Madelyne Pryor (Earth-616),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,FALSE,Living Characters,146,April,1983,Marvel
101355,Adolf Hitler (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,145,September,1940,Marvel
2543,Herman Schultz (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,145,March,1967,Marvel
9819,Noriko Ashida (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,145,January,2004,Marvel
2320,Chen Lu (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,FALSE,Living Characters,144,June,1963,Marvel
1933,Ulysses Klaw (Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,FALSE,Deceased Characters,143,August,1966,Marvel
15904,Cessily Kincaid (Earth-616),Secret Identity,Good Characters,Silver Eyes,Red Hair,Female Characters,FALSE,Living Characters,143,August,2003,Marvel
5592,Kyle Gibney (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Deceased Characters,142,August,1983,Marvel
2727,Jack Monroe (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,141,December,1953,Marvel
2164,Madeline Joyce (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,FALSE,Deceased Characters,140,November,1943,Marvel
2175,George Tarleton (Earth-616),Public Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,FALSE,Living Characters,140,September,1967,Marvel
1891,Jocasta (Earth-616),No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,FALSE,Living Characters,140,August,1977,Marvel
2003,Peter Wisdom (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Living Characters,140,February,1995,Marvel
10309,Jeffrey Mace (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,139,December,1940,Marvel
39133,Aquaria Neptunia (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,139,May,1947,Marvel
1475,Dragon Man (Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,FALSE,Living Characters,139,February,1965,Marvel
2577,Narya (Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,FALSE,Living Characters,138,April,1979,Marvel
